unique_id,product_name,available_inventory,preorder_backlog,confirmed_inbound,inbound_eta,transit_stock
CC-SS-15-J-BKRD-STR,"Audi SQ5 SUV Cover - Custom-Fit, Heavy-Duty, All-Weather",12,0,15,2026-09-12,0
CC-SS-15-K-BKGR-STR,"Jeep Gladiator (J-Series) Truck Cover - Custom-Fit, Heavy-Duty, All-Weather",65,0,0,,0
CC-SS-15-K-BKRD-STR,"Jeep Gladiator (J-Series) Truck Cover - Custom-Fit, Heavy-Duty, All-Weather",0,12,72,2026-08-26,0
CC-SS-15-K-DGBK-STR,"Jeep Gladiator (J-Series) Truck Cover - Custom-Fit, Heavy-Duty, All-Weather",7,0,0,,0
CC-SS-15-K-GRBK-STR,"Jeep Gladiator (J-Series) Truck Cover - Custom-Fit, Heavy-Duty, All-Weather",62,0,0,,0
CC-SS-15-K-LGBK-STR,"Jeep Gladiator (J-Series) Truck Cover - Custom-Fit, Heavy-Duty, All-Weather",0,3,30,2026-08-12,0
CC-SS-15-M-BKLG-STR,"Mercedes-Benz EQE-Class SUV 2024-2026 SUV Cover - Custom-Fit, Heavy-Duty, All-Weather",11,0,9,2026-09-12,0
CC-SS-15-M-BKRD-STR,"Mercedes-Benz EQE-Class SUV 2024-2026 SUV Cover - Custom-Fit, Heavy-Duty, All-Weather",26,0,48,2026-08-12,0
CC-SS-15-M-LGBK-STR,"Mercedes-Benz EQE-Class SUV 2024-2026 SUV Cover - Custom-Fit, Heavy-Duty, All-Weather",6,0,45,2026-08-26,0
CC-TC-03-N-GR-1TO,,0,0,69,2026-09-12,0
CC-TC-03-P-GR-1TO,,21,0,96,2026-08-12,0
CC-TC-03-R-GR-1TO,,1,0,54,2026-08-26,0
CC-TC-15-P-BKRD-STR,"Toyota Tacoma Truck Cover - Custom-Fit, Heavy-Duty, All-Weather",3,0,10,2026-08-26,0
CC-TME-03-W-GR-1TO,,15,0,60,2026-08-12,0
CC-TNS-03-S-GR-1TO,,10,0,9,2026-09-12,0
CC-TS-03-M-GR-1TO,,23,0,36,2026-08-26,0
CC-TS-03-N-GR-1TO,,20,0,51,2026-08-26,0
CC-TS-03-R-GR-1TO,,30,0,57,2026-08-12,0
CC-TS-03-S-GR-1TO,,19,0,375,2026-08-26,0
CC-TS-03-T-GR-1TO,,0,0,159,2026-08-12,0
CC-TS-03-U-GR-1TO,,2,0,0,,0
CC-TS-03-V-GR-1TO,,131,0,0,,0
CC-TS-03-Y-GR-1TO,,16,0,21,2026-08-26,0
CC-TS-15-S-BK-1TO,"Toyota Tundra Truck Cover - Custom-Fit, Heavy-Duty, All-Weather",25,0,0,,0
CC-TS-15-S-BKGR-STR,"Toyota Tundra Truck Cover - Custom-Fit, Heavy-Duty, All-Weather",45,0,0,,0
CC-TS-15-S-BKRD-STR,"Toyota Tundra Truck Cover - Custom-Fit, Heavy-Duty, All-Weather",12,0,30,2026-08-26,0
CC-TS-15-T-BKRD-STR,"GMC Sierra Truck Cover - Custom-Fit, Heavy-Duty, All-Weather",0,4,14,2026-08-12,0
CC-TS-15-T-LGBK-STR,"GMC Sierra Truck Cover - Custom-Fit, Heavy-Duty, All-Weather",5,0,34,2026-08-26,0
CC-TS-15-V-BKRD-STR,"Toyota Tundra Truck Cover - Custom-Fit, Heavy-Duty, All-Weather",0,2,42,2026-08-26,0
CC-TT-03-S-GR-1TO,,20,0,9,2026-09-12,0
CC-TT-03-T-GR-1TO,,2,0,48,2026-08-26,0
CC-TT-03-U-GR-1TO,,23,0,69,2026-08-26,0
CC-TT-03-W-GR-1TO,,34,0,0,,0
CC-TT-03-Y-GR-1TO,,4,0,60,2026-08-26,0
